Age,Attrition Status,Business Travel Frequency,Department,Distance From Home (km),Education Level,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income ($),Count Previous Companies,Works Overtime,Salary Hike (%),Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work-Life Balance,Years at Company,Years in Current Role,Years Since Last Promotion,Years with Current Manager,Age Group,Income Group,Distance Group,Companies Worked Group,Salary Hike Category,Experience Group,Training Frequency,Company Tenure Group,Role Tenure Group,Promotion Recency Group,Years With Current Manager Group
56,No,Rarely Travels,Sales,11,Doctorate,Marketing,Very High,Female,Medium,Mid Level,Sales Executive,Low,Married,5380,4,No,16,High,Level 1,6,3,Good,0,0,0,0,56-60,Medium (5k-10k),11-20,4–5,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
39,No,Rarely Travels,Research & Development,9,Associate,Medical,Low,Male,High,Mid Level,Manufacturing Director,Low,Married,5151,1,No,25,Very High,Level 1,10,3,Good,10,0,7,9,36–45,Medium (5k-10k),6-10,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,<3 yrs,6–10 yrs,6–10 yrs
38,No,Frequently Travels,Research & Development,8,Bachelors,Medical,Very High,Female,Medium,Mid Level,Research Scientist,Medium,Divorced,2133,1,Yes,16,High,Level 1,20,3,Good,20,11,0,7,36–45,Low (1k-5k),6-10,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,Recent (<1yr),6–10 yrs
58,No,Rarely Travels,Sales,21,Bachelors,Life Sciences,Very High,Female,High,Manager,Manager,Very High,Married,17875,4,Yes,13,High,Level 1,29,2,Fair,1,0,0,0,56-60,Very High (15k-20K),21-30,4–5,Low (11–15%),21–30,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
32,Yes,Frequently Travels,Research & Development,5,Associate,Life Sciences,Low,Female,Very High,Entry Level,Research Scientist,High,Single,2432,3,Yes,14,Low,No Stock,8,2,Good,4,1,0,3,26–35,Low (1k-5k),0-5,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
38,No,Rarely Travels,Research & Development,9,Associate,Life Sciences,Medium,Male,High,Entry Level,Research Scientist,Very High,Divorced,4771,2,No,19,Very High,Level 2,10,0,Best,5,2,0,3,36–45,Low (1k-5k),6-10,2–3,Medium (16–20%),6–10,Low (0–1),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
49,No,Frequently Travels,Research & Development,2,High School,Life Sciences,Medium,Male,High,Executive,Research Director,Very High,Married,19161,3,No,15,Very High,No Stock,28,3,Good,5,4,4,3,46–55,Very High (15k-20K),0-5,2–3,Low (11–15%),21–30,Medium (2–3),3–5 yrs,3–5 yrs,4–5 yrs,3–5 yrs
42,No,Rarely Travels,Sales,12,Masters,Marketing,Medium,Male,High,Mid Level,Sales Executive,Very High,Divorced,5087,3,Yes,12,High,Level 2,14,4,Good,0,0,0,0,36–45,Medium (5k-10k),11-20,2–3,Low (11–15%),11–20,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
27,Yes,Frequently Travels,Human Resources,22,Bachelors,Human Resources,Low,Female,Medium,Entry Level,Human Resources,Medium,Married,2863,1,No,12,Low,No Stock,1,2,Good,1,0,0,0,26–35,Low (1k-5k),21-30,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
35,No,Rarely Travels,Sales,18,Masters,Medical,Medium,Male,High,Mid Level,Sales Executive,Low,Married,5561,0,No,16,Very High,Level 1,6,2,Bad,5,3,0,4,26–35,Medium (5k-10k),11-20,0–1,Medium (16–20%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
28,No,Never Travels,Research & Development,16,Bachelors,Medical,High,Male,High,Entry Level,Research Scientist,High,Single,2144,1,No,14,High,No Stock,5,3,Fair,5,3,1,4,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
31,No,Never Travels,Research & Development,3,Associate,Medical,High,Male,High,Entry Level,Research Scientist,Low,Divorced,3065,1,Yes,13,Very High,Level 1,4,3,Best,4,2,2,3,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,3–5 yrs
36,No,Never Travels,Research & Development,9,Masters,Life Sciences,Low,Male,Very High,Entry Level,Laboratory Technician,Medium,Married,2810,1,No,22,Medium,No Stock,5,3,Good,5,4,0,2,36–45,Low (1k-5k),6-10,0–1,High (21–25%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
34,No,Rarely Travels,Sales,1,Bachelors,Marketing,Low,Male,High,Senior Level,Sales Executive,Very High,Single,9888,1,No,21,Low,No Stock,14,3,Fair,14,8,2,1,26–35,Medium (5k-10k),0-5,0–1,High (21–25%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,<3 yrs
34,No,Rarely Travels,Sales,13,Masters,Medical,Very High,Male,High,Senior Level,Sales Executive,High,Divorced,8628,1,No,18,High,Level 1,9,2,Fair,8,7,1,1,26–35,Medium (5k-10k),11-20,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
26,No,Rarely Travels,Research & Development,1,Bachelors,Medical,High,Male,High,Entry Level,Laboratory Technician,Low,Single,2867,0,No,13,Very High,No Stock,8,6,Fair,7,7,7,6,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
29,No,Rarely Travels,Research & Development,1,Bachelors,Life Sciences,Low,Male,High,Mid Level,Healthcare Representative,Low,Married,5373,0,No,12,Low,Level 1,6,5,Fair,5,3,0,2,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
32,No,Never Travels,Research & Development,15,Masters,Medical,High,Female,High,Mid Level,Healthcare Representative,Very High,Divorced,6667,5,No,18,Medium,Level 1,9,6,Good,5,1,1,2,26–35,Medium (5k-10k),11-20,4–5,Medium (16–20%),6–10,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,No,Frequently Travels,Research & Development,1,Bachelors,Life Sciences,Very High,Male,Low,Mid Level,Research Scientist,Low,Married,5003,1,No,21,Medium,No Stock,10,6,Good,10,8,8,7,26–35,Medium (5k-10k),0-5,0–1,High (21–25%),6–10,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
28,Yes,Rarely Travels,Research & Development,17,Bachelors,Technical Degree,High,Male,Medium,Entry Level,Laboratory Technician,Very High,Divorced,2367,5,No,12,Low,Level 1,6,2,Fair,4,1,0,3,26–35,Low (1k-5k),11-20,4–5,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
38,No,Rarely Travels,Sales,1,Bachelors,Life Sciences,Low,Male,Medium,Entry Level,Sales Representative,Low,Single,2858,4,No,14,Low,No Stock,20,3,Fair,1,0,0,0,36–45,Low (1k-5k),0-5,4–5,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
35,No,Rarely Travels,Sales,7,Masters,Life Sciences,High,Female,High,Mid Level,Sales Executive,Very High,Married,5204,1,Yes,11,Very High,No Stock,10,2,Good,10,8,0,9,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
27,No,Rarely Travels,Sales,9,Bachelors,Marketing,Very High,Male,High,Mid Level,Sales Executive,Very High,Single,4105,1,No,14,Low,No Stock,7,5,Good,7,7,0,7,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
32,No,Rarely Travels,Research & Development,5,Masters,Life Sciences,Very High,Male,Medium,Mid Level,Manufacturing Director,Very High,Single,9679,8,No,24,Medium,No Stock,8,1,Good,1,0,0,0,26–35,Medium (5k-10k),0-5,6+,High (21–25%),6–10,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,Yes,Frequently Travels,Sales,26,Masters,Marketing,Low,Male,High,Mid Level,Sales Executive,Very High,Married,5617,1,Yes,11,High,No Stock,10,4,Good,10,7,0,8,26–35,Medium (5k-10k),21-30,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
53,Yes,Rarely Travels,Sales,24,Masters,Life Sciences,Low,Male,High,Senior Level,Sales Executive,Low,Single,10448,6,Yes,13,Medium,No Stock,15,2,Fair,2,2,2,2,46–55,High (10k-15k),21-30,6+,Low (11–15%),11–20,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
54,No,Rarely Travels,Research & Development,9,Associate,Life Sciences,Low,Female,High,Mid Level,Research Scientist,High,Married,2897,3,No,11,High,Level 2,9,6,Fair,4,3,2,3,46–55,Low (1k-5k),6-10,2–3,Low (11–15%),6–10,High (4–6),3–5 yrs,3–5 yrs,1–3 yrs,3–5 yrs
33,No,Frequently Travels,Research & Development,7,Associate,Life Sciences,Very High,Male,High,Mid Level,Healthcare Representative,High,Divorced,5968,1,No,20,High,Level 3,9,2,Good,9,7,2,8,26–35,Medium (5k-10k),6-10,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,1–3 yrs,6–10 yrs
43,No,Rarely Travels,Research & Development,11,Bachelors,Life Sciences,Low,Male,High,Senior Level,Healthcare Representative,High,Married,7510,1,No,17,Medium,Level 1,10,1,Good,10,9,0,9,36–45,Medium (5k-10k),11-20,0–1,Medium (16–20%),6–10,Low (0–1),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
38,No,Frequently Travels,Human Resources,1,Masters,Other,Very High,Male,High,Entry Level,Human Resources,Medium,Married,2991,0,Yes,11,Medium,Level 1,7,2,Good,6,2,1,2,36–45,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),<3 yrs
55,No,Rarely Travels,Human Resources,26,Masters,Human Resources,High,Male,Very High,Executive,Manager,Medium,Married,19636,4,Yes,18,Low,Level 1,35,0,Good,10,9,1,4,46–55,Very High (15k-20K),21-30,4–5,Medium (16–20%),31–40,Low (0–1),6–10 yrs,6–10 yrs,Recent (<1yr),3–5 yrs
31,No,Rarely Travels,Research & Development,2,High School,Medical,Very High,Female,Low,Entry Level,Laboratory Technician,Very High,Divorced,1129,1,Yes,11,High,Level 3,1,4,Good,1,0,0,0,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
39,No,Rarely Travels,Sales,15,Masters,Marketing,Medium,Male,High,Manager,Sales Executive,Low,Single,13341,0,No,12,Low,No Stock,21,3,Good,20,8,11,10,36–45,High (10k-15k),11-20,0–1,Low (11–15%),21–30,Medium (2–3),11–20 yrs,6–10 yrs,11–15 yrs,6–10 yrs
42,No,Never Travels,Research & Development,23,Associate,Life Sciences,Very High,Male,Medium,Mid Level,Research Scientist,High,Single,4332,1,No,12,Very High,No Stock,20,2,Good,20,9,3,7,36–45,Low (1k-5k),21-30,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
31,No,Never Travels,Research & Development,10,Bachelors,Medical,High,Female,High,Senior Level,Research Director,High,Married,11031,4,No,20,High,Level 1,13,2,Best,11,7,4,8,26–35,High (10k-15k),6-10,4–5,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
54,No,Rarely Travels,Research & Development,10,Bachelors,Medical,High,Female,High,Mid Level,Manufacturing Director,Low,Single,4440,6,Yes,19,Very High,No Stock,9,3,Good,5,2,1,4,46–55,Low (1k-5k),6-10,6+,Medium (16–20%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
24,No,Rarely Travels,Research & Development,1,Associate,Life Sciences,Medium,Male,Medium,Mid Level,Healthcare Representative,High,Single,4617,1,No,12,Medium,No Stock,4,2,Fair,4,3,1,2,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
23,No,Rarely Travels,Research & Development,12,Associate,Other,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Single,2647,1,No,13,High,No Stock,5,6,Best,5,2,1,4,18–25,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
40,No,Frequently Travels,Research & Development,11,Bachelors,Technical Degree,Very High,Female,High,Mid Level,Laboratory Technician,High,Married,6323,1,No,11,Low,Level 1,10,2,Best,10,9,9,4,36–45,Medium (5k-10k),11-20,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,3–5 yrs
40,No,Rarely Travels,Sales,2,Associate,Marketing,Medium,Female,High,Mid Level,Sales Executive,Medium,Married,5677,3,No,14,High,Level 1,15,4,Good,11,8,5,10,36–45,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,High (4–6),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
25,No,Rarely Travels,Human Resources,2,Bachelors,Human Resources,High,Female,High,Entry Level,Human Resources,Medium,Married,2187,4,No,14,High,No Stock,6,3,Good,2,0,1,2,18–25,Low (1k-5k),0-5,4–5,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
30,No,Rarely Travels,Research & Development,1,Associate,Medical,Very High,Male,High,Entry Level,Laboratory Technician,Medium,Married,3748,1,No,13,High,No Stock,12,6,Fair,12,8,1,7,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),11–20,High (4–6),11–20 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
25,No,Rarely Travels,Research & Development,2,High School,Other,Very High,Male,High,Entry Level,Laboratory Technician,High,Divorced,3977,6,Yes,19,High,Level 1,7,2,Fair,2,2,0,2,18–25,Low (1k-5k),0-5,6+,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
47,No,Rarely Travels,Research & Development,25,Bachelors,Medical,Low,Male,High,Senior Level,Healthcare Representative,High,Single,8633,2,No,23,Medium,No Stock,25,3,Good,17,14,12,11,46–55,Medium (5k-10k),21-30,2–3,High (21–25%),21–30,Medium (2–3),11–20 yrs,11–15 yrs,11–15 yrs,11–15 yrs
33,No,Never Travels,Research & Development,1,Associate,Medical,Medium,Male,Medium,Entry Level,Laboratory Technician,High,Divorced,2008,1,No,12,High,Level 3,1,2,Fair,1,1,0,0,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
38,No,Rarely Travels,Sales,1,Masters,Life Sciences,Very High,Male,High,Mid Level,Sales Executive,Medium,Married,4440,0,No,15,Low,Level 2,16,3,Good,15,13,5,8,36–45,Low (1k-5k),0-5,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,4–5 yrs,6–10 yrs
31,No,Rarely Travels,Sales,2,Associate,Life Sciences,Low,Male,High,Entry Level,Sales Representative,High,Married,3067,0,No,19,High,Level 1,3,1,Good,2,2,1,2,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Low (0–1),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
38,No,Frequently Travels,Research & Development,6,Masters,Life Sciences,Low,Male,Medium,Mid Level,Manufacturing Director,High,Married,5321,2,No,11,Very High,Level 1,10,1,Good,8,3,7,7,36–45,Medium (5k-10k),6-10,2–3,Low (11–15%),6–10,Low (0–1),6–10 yrs,3–5 yrs,6–10 yrs,6–10 yrs
42,No,Rarely Travels,Research & Development,18,Masters,Life Sciences,Very High,Male,High,Mid Level,Research Scientist,Low,Divorced,5410,6,Yes,17,High,Level 1,9,3,Fair,4,3,1,2,36–45,Medium (5k-10k),11-20,6+,Medium (16–20%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
41,No,Rarely Travels,Research & Development,1,Bachelors,Life Sciences,Very High,Male,High,Entry Level,Research Scientist,Very High,Married,2782,3,No,22,Low,Level 1,12,3,Good,5,3,1,0,36–45,Low (1k-5k),0-5,2–3,High (21–25%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
47,No,Never Travels,Research & Development,1,High School,Medical,High,Female,High,Senior Level,Research Director,Medium,Married,11957,0,No,18,Low,Level 2,14,3,Bad,13,8,5,12,46–55,High (10k-15k),0-5,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,11–15 yrs
35,No,Rarely Travels,Research & Development,11,Masters,Medical,Very High,Male,High,Entry Level,Laboratory Technician,High,Married,2660,7,Yes,11,High,Level 1,5,3,Good,2,2,2,2,26–35,Low (1k-5k),11-20,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
22,No,Rarely Travels,Research & Development,1,Associate,Life Sciences,Very High,Male,High,Entry Level,Research Scientist,High,Single,3375,0,No,12,Very High,No Stock,4,2,Best,3,2,1,2,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
35,No,Rarely Travels,Research & Development,9,Masters,Medical,Medium,Male,High,Mid Level,Research Scientist,High,Single,5098,1,No,19,Medium,No Stock,10,5,Good,10,7,0,8,26–35,Medium (5k-10k),6-10,0–1,Medium (16–20%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
33,No,Rarely Travels,Research & Development,15,Associate,Medical,Medium,Female,High,Mid Level,Healthcare Representative,Very High,Married,4878,0,Yes,13,Low,Level 1,10,6,Good,9,7,8,1,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,<3 yrs
32,No,Rarely Travels,Research & Development,29,Masters,Life Sciences,High,Female,Medium,Entry Level,Laboratory Technician,Medium,Single,2837,1,No,13,High,No Stock,6,3,Good,6,2,4,1,26–35,Low (1k-5k),21-30,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,<3 yrs,4–5 yrs,<3 yrs
40,No,Rarely Travels,Research & Development,1,Masters,Life Sciences,Low,Male,High,Entry Level,Laboratory Technician,Very High,Married,2406,8,No,19,High,Level 2,8,3,Fair,1,0,0,0,36–45,Low (1k-5k),0-5,6+,Medium (16–20%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
32,No,Rarely Travels,Sales,1,Masters,Medical,Medium,Male,Medium,Entry Level,Sales Representative,Medium,Married,2269,0,No,14,Medium,Level 1,3,2,Good,2,2,2,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
39,No,Rarely Travels,Research & Development,24,High School,Life Sciences,Low,Male,High,Mid Level,Research Scientist,Very High,Single,4108,7,No,13,Low,No Stock,18,2,Good,7,7,1,7,36–45,Low (1k-5k),21-30,6+,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
38,No,Rarely Travels,Research & Development,10,Bachelors,Medical,Medium,Female,Low,Senior Level,Research Director,High,Married,13206,3,No,12,Low,Level 1,20,3,Good,18,16,1,11,36–45,High (10k-15k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),11–20 yrs,16–18 yrs,Recent (<1yr),11–15 yrs
32,No,Rarely Travels,Sales,1,Masters,Marketing,High,Female,High,Senior Level,Sales Executive,Very High,Married,10422,1,No,19,High,Level 2,14,3,Good,14,10,5,7,26–35,High (10k-15k),0-5,0–1,Medium (16–20%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
37,No,Rarely Travels,Research & Development,10,Bachelors,Life Sciences,High,Female,Very High,Senior Level,Research Director,Very High,Married,13744,1,Yes,25,Low,Level 1,16,2,Good,16,11,6,8,36–45,High (10k-15k),6-10,0–1,High (21–25%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,6–10 yrs,6–10 yrs
25,No,Rarely Travels,Sales,8,Associate,Other,Low,Female,High,Mid Level,Sales Executive,High,Divorced,4907,0,Yes,22,Medium,Level 1,6,3,Fair,5,3,0,4,18–25,Low (1k-5k),6-10,0–1,High (21–25%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
52,No,Never Travels,Sales,29,Masters,Life Sciences,Low,Male,High,Entry Level,Sales Representative,Very High,Divorced,3482,2,No,15,Medium,Level 2,16,3,Fair,9,8,0,0,46–55,Low (1k-5k),21-30,2–3,Low (11–15%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
44,No,Rarely Travels,Research & Development,1,Bachelors,Medical,Medium,Male,High,Entry Level,Research Scientist,Very High,Single,2436,6,Yes,12,High,No Stock,6,2,Good,4,3,1,2,36–45,Low (1k-5k),0-5,6+,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
21,No,Rarely Travels,Sales,5,High School,Medical,High,Male,High,Entry Level,Sales Representative,Low,Single,2380,1,Yes,11,Very High,No Stock,2,6,Good,2,2,1,2,18–25,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
39,No,Never Travels,Research & Development,9,Bachelors,Life Sciences,Very High,Male,High,Executive,Manager,Very High,Single,19431,2,No,13,High,No Stock,21,3,Fair,6,0,1,3,36–45,Very High (15k-20K),6-10,2–3,Low (11–15%),21–30,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),3–5 yrs
23,Yes,Frequently Travels,Sales,9,Bachelors,Marketing,Very High,Male,High,Entry Level,Sales Representative,Low,Married,1790,1,No,19,Low,Level 1,1,3,Fair,1,0,1,0,18–25,Low (1k-5k),6-10,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
36,No,Rarely Travels,Sales,3,Bachelors,Medical,Low,Female,Medium,Senior Level,Sales Executive,Very High,Married,7644,0,No,19,High,Level 2,10,2,Good,9,7,3,4,36–45,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,1–3 yrs,3–5 yrs
36,No,Frequently Travels,Research & Development,4,Associate,Life Sciences,Very High,Female,High,Mid Level,Manufacturing Director,Medium,Divorced,5131,7,No,13,Medium,Level 3,18,3,Good,4,2,0,2,36–45,Medium (5k-10k),0-5,6+,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
56,No,Never Travels,Research & Development,1,Masters,Life Sciences,High,Male,High,Mid Level,Healthcare Representative,High,Divorced,6306,1,No,21,Low,Level 1,13,2,Fair,13,12,1,9,56-60,Medium (5k-10k),0-5,0–1,High (21–25%),11–20,Medium (2–3),11–20 yrs,11–15 yrs,Recent (<1yr),6–10 yrs
29,Yes,Rarely Travels,Research & Development,1,Masters,Medical,Low,Male,High,Entry Level,Research Scientist,Very High,Married,4787,9,Yes,14,Medium,Level 3,4,3,Best,2,2,2,2,26–35,Low (1k-5k),0-5,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
42,No,Rarely Travels,Research & Development,2,Bachelors,Life Sciences,Low,Male,High,Executive,Manager,High,Married,18880,5,No,11,Low,No Stock,24,2,Fair,22,6,4,14,36–45,Very High (15k-20K),0-5,4–5,Low (11–15%),21–30,Medium (2–3),21+ yrs,6–10 yrs,4–5 yrs,11–15 yrs
56,Yes,Rarely Travels,Research & Development,7,Associate,Technical Degree,Very High,Male,High,Entry Level,Laboratory Technician,High,Married,2339,8,No,11,Very High,Level 1,14,4,Bad,10,9,9,8,56-60,Low (1k-5k),6-10,6+,Low (11–15%),11–20,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
41,No,Rarely Travels,Research & Development,28,Masters,Life Sciences,Low,Female,Medium,Manager,Manufacturing Director,Medium,Married,13570,0,No,23,High,Level 1,21,3,Good,20,7,0,10,36–45,High (10k-15k),21-30,0–1,High (21–25%),21–30,Medium (2–3),11–20 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
34,No,Rarely Travels,Sales,28,Bachelors,Marketing,Very High,Female,Medium,Mid Level,Sales Executive,High,Married,6712,1,No,21,Very High,Level 2,8,2,Good,8,7,1,7,26–35,Medium (5k-10k),21-30,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
